Area_Type,Area_Name,Year,Quarter,Ownership,NAICS_Level,NAICS_Code,Industry_Name,Establishments,Average_Monthly_Employment,1st_Month_Emp,2nd_Month_Emp,3rd_Month_Emp,Total_Wages,Average_Weekly_Wages
California - Statewide,California,2012,1st Qtr,Private,6,115114,Postharvest Crop Activities,513,"28,637","28,643","27,841","29,428","217,894,016.00",585
California - Statewide,California,2012,1st Qtr,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,064","99,197","103,821","100,885","92,885","425,570,268.00",330
California - Statewide,California,2012,1st Qtr,Private,5,11521,Support Activities for Animal Production,608,"2,711","2,727","2,739","2,669","19,990,046.00",567
California - Statewide,California,2012,1st Qtr,Private,6,115210,Support Activities for Animal Production,608,"2,711","2,727","2,739","2,669","19,990,046.00",567
California - Statewide,California,2012,1st Qtr,Private,4,1153,Support Activities for Forestry,137,"1,164","1,161","1,169","1,162","13,127,122.00",868
California - Statewide,California,2012,1st Qtr,Private,6,115310,Support Activities for Forestry,137,"1,164","1,161","1,169","1,162","13,127,122.00",868
California - Statewide,California,2012,1st Qtr,Private,4,1113,Fruit and Tree Nut Farming,"5,678","76,381","75,165","76,675","77,305","438,582,467.00",442
California - Statewide,California,2012,1st Qtr,Private,6,111419,Other Food Crops Grown Under Cover,98,"1,864","1,760","1,877","1,955","13,104,723.00",541
California - Statewide,California,2012,1st Qtr,Private,4,1119,Other Crop Farming,"1,332","10,549","10,300","10,493","10,854","82,270,449.00",600
California - Statewide,California,2012,1st Qtr,Private,3,112,Animal Production,"2,670","28,604","28,555","28,520","28,738","217,169,663.00",584
California - Statewide,California,2012,1st Qtr,Private,4,1122,Hog and Pig Farming,14,72,71,76,70,"451,845.00",481
California - Statewide,California,2012,1st Qtr,Private,6,112420,Goat Farming,27,167,169,161,172,"1,606,131.00",738
California - Statewide,California,2012,1st Qtr,Private,4,1125,Animal Aquaculture,59,366,336,362,402,"2,715,781.00",570
California - Statewide,California,2012,1st Qtr,Private,5,11299,All Other Animal Production,105,787,784,784,795,"6,773,144.00",661
California - Statewide,California,2012,1st Qtr,Private,3,113,Forestry and Logging,297,"1,791","2,001","1,755","1,619","15,059,717.00",647
California - Statewide,California,2012,1st Qtr,Private,4,1132,Forest Nursery/Gathering Forest Products,52,684,688,681,683,"3,903,738.00",439
California - Statewide,California,2012,1st Qtr,Private,4,1151,Support Activities for Crop Production,"2,878","149,451","153,672","150,582","144,099","808,400,404.00",416
California - Statewide,California,2012,1st Qtr,Private,6,115116,Farm Management Services,377,"9,013","8,704","9,226","9,110","69,781,919.00",596
California - Statewide,California,2012,1st Qtr,Private,4,1152,Support Activities for Animal Production,608,"2,711","2,727","2,739","2,669","19,990,046.00",567
California - Statewide,California,2012,1st Qtr,Private,6,111219,Other Vegetable and Melon Farming,824,"24,090","23,569","23,233","25,470","186,417,194.00",595
California - Statewide,California,2012,1st Qtr,Private,6,111310,Orange Groves,222,"2,575","2,728","2,639","2,358","16,323,901.00",488
California - Statewide,California,2012,1st Qtr,Private,5,11132,Citrus (except Orange) Groves,217,"2,655","2,905","2,730","2,331","19,657,179.00",569
California - Statewide,California,2012,1st Qtr,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,239","71,151","69,532","71,306","72,616","402,601,387.00",435
California - Statewide,California,2012,1st Qtr,Private,6,111331,Apple Orchards,91,403,449,408,353,"2,543,706.00",485
California - Statewide,California,2012,1st Qtr,Private,6,111334,Berry (except Strawberry) Farming,106,"3,787","2,753","3,886","4,723","18,256,862.00",371
California - Statewide,California,2012,1st Qtr,Private,5,11141,Food Crops Grown Under Cover,128,"4,313","4,213","4,309","4,419","35,065,755.00",625
California - Statewide,California,2012,1st Qtr,Private,6,111422,Floriculture Production,377,"7,705","7,434","7,751","7,931","55,542,284.00",554
California - Statewide,California,2012,1st Qtr,Private,5,11194,Hay Farming,351,"2,349","2,287","2,347","2,413","17,454,892.00",572
California - Statewide,California,2012,1st Qtr,Private,6,112111,Beef Cattle Ranching and Farming,642,"4,135","4,130","4,125","4,152","30,761,013.00",572
California - Statewide,California,2012,1st Qtr,Private,4,1123,Poultry and Egg Production,157,"2,688","2,743","2,658","2,664","19,292,195.00",552
California - Statewide,California,2012,1st Qtr,Private,5,11231,Chicken Egg Production,61,"1,377","1,396","1,367","1,369","10,382,283.00",580
California - Statewide,California,2012,1st Qtr,Private,5,11234,Poultry Hatcheries,25,217,227,213,213,"1,554,430.00",549
California - Statewide,California,2012,1st Qtr,Private,6,112390,Other Poultry Production,21,265,268,263,266,"1,794,140.00",519
California - Statewide,California,2012,1st Qtr,Private,5,11242,Goat Farming,27,167,169,161,172,"1,606,131.00",738
California - Statewide,California,2012,1st Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,39,205,195,208,213,"1,627,299.00",610
California - Statewide,California,2012,1st Qtr,Private,6,112512,Shellfish Farming,15,108,103,112,109,"798,561.00",569
California - Statewide,California,2012,1st Qtr,Private,4,1129,Other Animal Production,342,"2,048","1,956","2,046","2,142","16,012,251.00",601
California - Statewide,California,2012,1st Qtr,Private,5,11293,Fur-Bearing Animal and Rabbit Production,4,18,18,18,18,"132,968.00",568
California - Statewide,California,2012,1st Qtr,Private,6,112930,Fur-Bearing Animal and Rabbit Production,4,18,18,18,18,"132,968.00",568
California - Statewide,California,2012,1st Qtr,Private,4,1131,Timber Tract Operations,16,21,22,21,22,"203,624.00",723
California - Statewide,California,2012,1st Qtr,Private,5,11311,Timber Tract Operations,16,21,22,21,22,"203,624.00",723
California - Statewide,California,2012,1st Qtr,Private,6,113110,Timber Tract Operations,16,21,22,21,22,"203,624.00",723
California - Statewide,California,2012,1st Qtr,Private,6,113310,Logging,229,"1,086","1,291","1,053",914,"10,952,355.00",776
California - Statewide,California,2012,1st Qtr,Private,5,11411,Fishing,181,461,469,450,465,"14,085,771.00","2,349.00"
California - Statewide,California,2012,1st Qtr,Private,6,114111,Finfish Fishing,127,313,327,300,312,"8,542,324.00","2,099.00"
California - Statewide,California,2012,1st Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",606,"7,717","7,523","7,850","7,778","61,931,855.00",617
California - Statewide,California,2012,1st Qtr,Private,5,11531,Support Activities for Forestry,137,"1,164","1,161","1,169","1,162","13,127,122.00",868
California - Statewide,California,2012,2nd Qtr,Local Government,2,11,"Agriculture, Forestry, Fishing & Hunting",9,93,96,96,88,"861,462.00",710
California - Statewide,California,2012,2nd Qtr,Local Government,3,115,Agriculture & Forestry Support Activity,7,86,89,89,81,"805,591.00",718
California - Statewide,California,2012,2nd Qtr,Private,4,1111,Oilseed and Grain Farming,709,"3,542","3,038","4,086","3,503","30,295,077.00",658
California - Statewide,California,2012,2nd Qtr,Private,6,111130,Dry Pea and Bean Farming,19,135,124,134,149,"1,126,853.00",639
California - Statewide,California,2012,2nd Qtr,Private,5,11114,Wheat Farming,53,350,310,348,393,"2,834,878.00",622
California - Statewide,California,2012,2nd Qtr,Private,6,111150,Corn Farming,66,484,438,503,511,"4,797,101.00",762
California - Statewide,California,2012,2nd Qtr,Private,6,111160,Rice Farming,498,"1,786","1,429","2,248","1,682","15,388,783.00",663
California - Statewide,California,2012,2nd Qtr,Private,6,111191,Oilseed and Grain Combination Farming,25,516,509,571,468,"4,007,891.00",597
California - Statewide,California,2012,2nd Qtr,Private,5,11131,Orange Groves,223,"3,000","2,486","3,118","3,398","17,208,197.00",441
California - Statewide,California,2012,2nd Qtr,Private,6,111332,Grape Vineyards,"1,830","25,062","20,352","26,870","27,965","164,692,079.00",505
California - Statewide,California,2012,2nd Qtr,Private,6,111335,Tree Nut Farming,"1,553","11,697","10,769","12,202","12,122","87,075,707.00",573
California - Statewide,California,2012,2nd Qtr,Private,6,111336,Fruit and Tree Nut Combination Farming,290,"4,171","3,617","4,435","4,462","26,630,013.00",491
California - Statewide,California,2012,2nd Qtr,Private,6,111339,Other Noncitrus Fruit Farming,"1,057","13,022","10,621","13,437","15,009","75,557,865.00",446
California - Statewide,California,2012,2nd Qtr,Private,6,111411,Mushroom Production,30,"2,603","2,537","2,532","2,740","21,695,172.00",641
California - Statewide,California,2012,2nd Qtr,Private,6,111421,Nursery and Tree Production,475,"14,170","13,928","14,223","14,360","113,398,382.00",616
California - Statewide,California,2012,2nd Qtr,Private,5,11192,Cotton Farming,297,"2,903","2,755","2,909","3,046","25,415,969.00",673
California - Statewide,California,2012,2nd Qtr,Private,6,111920,Cotton Farming,297,"2,903","2,755","2,909","3,046","25,415,969.00",673
California - Statewide,California,2012,2nd Qtr,Private,6,111998,All Other Miscellaneous Crop Farming,682,"7,070","6,303","7,366","7,542","54,624,928.00",594
California - Statewide,California,2012,2nd Qtr,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",693,"5,018","4,963","5,002","5,091","39,458,898.00",605
California - Statewide,California,2012,2nd Qtr,Private,6,112112,Cattle Feedlots,47,824,823,825,826,"7,292,712.00",680
California - Statewide,California,2012,2nd Qtr,Private,5,11212,Dairy Cattle and Milk Production,"1,319","18,341","18,171","18,371","18,481","143,374,055.00",601
California - Statewide,California,2012,2nd Qtr,Private,6,112210,Hog and Pig Farming,13,67,70,70,62,"431,405.00",493
California - Statewide,California,2012,2nd Qtr,Private,6,112310,Chicken Egg Production,62,"1,379","1,381","1,363","1,395","10,172,970.00",567
California - Statewide,California,2012,2nd Qtr,Private,5,11232,Broiler and Meat Type Chicken Production,19,82,83,84,81,"447,892.00",417
California - Statewide,California,2012,2nd Qtr,Private,6,112340,Poultry Hatcheries,25,210,209,207,215,"1,472,769.00",539
California - Statewide,California,2012,2nd Qtr,Private,4,1124,Sheep and Goat Farming,81,426,443,420,415,"2,973,854.00",537
California - Statewide,California,2012,2nd Qtr,Private,5,11241,Sheep Farming,53,252,272,245,241,"1,412,670.00",430
California - Statewide,California,2012,2nd Qtr,Private,6,112410,Sheep Farming,53,252,272,245,241,"1,412,670.00",430
California - Statewide,California,2012,2nd Qtr,Private,5,11251,Animal Aquaculture,56,411,415,414,406,"3,482,060.00",651
California - Statewide,California,2012,2nd Qtr,Private,5,11291,Apiculture,109,"1,036",957,"1,019","1,133","7,800,173.00",579
California - Statewide,California,2012,2nd Qtr,Private,5,11292,Horse and Other Equine Production,133,454,445,452,467,"3,630,668.00",614
California - Statewide,California,2012,2nd Qtr,Private,6,112920,Horse and Other Equine Production,133,454,445,452,467,"3,630,668.00",614
California - Statewide,California,2012,2nd Qtr,Private,6,112990,All Other Animal Production,105,795,792,787,807,"7,272,647.00",703
California - Statewide,California,2012,2nd Qtr,Private,5,11321,Forest Nursery/Gathering Forest Products,54,"1,101",722,"1,036","1,546","6,337,647.00",443
California - Statewide,California,2012,2nd Qtr,Private,5,11331,Logging,233,"1,700","1,040","1,827","2,233","17,000,025.00",769
California - Statewide,California,2012,2nd Qtr,Private,4,1141,Fishing,182,379,352,384,402,"5,587,641.00","1,133.00"
California - Statewide,California,2012,2nd Qtr,Private,6,114112,Shellfish Fishing,55,126,122,129,128,"1,849,099.00","1,126.00"
California - Statewide,California,2012,2nd Qtr,Private,4,1142,Hunting and Trapping,14,39,40,40,38,"288,825.00",565
California - Statewide,California,2012,2nd Qtr,Private,5,11421,Hunting and Trapping,14,39,40,40,38,"288,825.00",565
California - Statewide,California,2012,2nd Qtr,Private,3,115,Agriculture & Forestry Support Activity,"3,680","211,851","160,555","227,695","247,304","1,242,614,781.00",451
California - Statewide,California,2012,2nd Qtr,Private,6,115114,Postharvest Crop Activities,520,"41,053","31,012","43,567","48,580","301,191,637.00",564
California - Statewide,California,2012,2nd Qtr,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,098","139,510","102,336","150,466","165,728","687,186,153.00",379
California - Statewide,California,2012,2nd Qtr,Private,5,11521,Support Activities for Animal Production,606,"2,742","2,748","2,744","2,736","20,028,114.00",562
California - Statewide,California,2012,2nd Qtr,Private,6,115210,Support Activities for Animal Production,606,"2,742","2,748","2,744","2,736","20,028,114.00",562
California - Statewide,California,2012,2nd Qtr,Private,4,1153,Support Activities for Forestry,138,"1,354","1,261","1,370","1,431","14,368,923.00",816
California - Statewide,California,2012,2nd Qtr,Private,6,115310,Support Activities for Forestry,138,"1,354","1,261","1,370","1,431","14,368,923.00",816
California - Statewide,California,2012,2nd Qtr,Private,2,11,"Agriculture, Forestry, Fishing & Hunting","16,472","422,730","348,362","444,757","475,073","2,784,995,829.00",507
California - Statewide,California,2012,2nd Qtr,Private,5,11115,Corn Farming,66,484,438,503,511,"4,797,101.00",762
California - Statewide,California,2012,2nd Qtr,Private,5,11121,Vegetable and Melon Farming,883,"33,207","29,644","34,018","35,959","272,762,702.00",632
California - Statewide,California,2012,2nd Qtr,Private,6,111211,Potato Farming,47,"1,351",909,"1,578","1,566","9,171,966.00",522
California - Statewide,California,2012,2nd Qtr,Private,6,111320,Citrus (except Orange) Groves,216,"2,706","2,449","2,851","2,820","19,584,104.00",557
California - Statewide,California,2012,2nd Qtr,Private,6,111333,Strawberry Farming,331,"33,675","29,832","35,288","35,906","217,413,493.00",497
California - Statewide,California,2012,2nd Qtr,Private,4,1114,Greenhouse and Nursery Production,987,"27,354","26,770","27,700","27,592","215,064,244.00",605
California - Statewide,California,2012,2nd Qtr,Private,5,11142,Nursery and Floriculture Production,858,"22,362","22,083","22,469","22,535","176,727,139.00",608
California - Statewide,California,2012,2nd Qtr,Private,6,111940,Hay Farming,349,"2,838","2,565","2,878","3,071","23,610,828.00",640
California - Statewide,California,2012,2nd Qtr,Private,5,11199,All Other Crop Farming,695,"7,235","6,464","7,541","7,701","56,113,609.00",597
California - Statewide,California,2012,2nd Qtr,Private,4,1121,Cattle Ranching and Farming,"2,012","23,359","23,134","23,373","23,572","182,832,953.00",602
California - Statewide,California,2012,2nd Qtr,Private,6,112120,Dairy Cattle and Milk Production,"1,319","18,341","18,171","18,371","18,481","143,374,055.00",601
California - Statewide,California,2012,2nd Qtr,Private,5,11221,Hog and Pig Farming,13,67,70,70,62,"431,405.00",493
California - Statewide,California,2012,2nd Qtr,Private,6,112320,Broiler and Meat Type Chicken Production,19,82,83,84,81,"447,892.00",417
California - Statewide,California,2012,2nd Qtr,Private,5,11233,Turkey Production,31,733,734,725,740,"5,359,935.00",562
California - Statewide,California,2012,2nd Qtr,Private,6,112330,Turkey Production,31,733,734,725,740,"5,359,935.00",562
California - Statewide,California,2012,2nd Qtr,Private,5,11239,Other Poultry Production,21,265,263,263,271,"1,737,323.00",503
California - Statewide,California,2012,2nd Qtr,Private,6,112519,Other Animal Aquaculture,5,90,94,94,82,"611,100.00",522
California - Statewide,California,2012,2nd Qtr,Private,6,112910,Apiculture,109,"1,036",957,"1,019","1,133","7,800,173.00",579
California - Statewide,California,2012,2nd Qtr,Private,6,113210,Forest Nursery/Gathering Forest Products,54,"1,101",722,"1,036","1,546","6,337,647.00",443
California - Statewide,California,2012,2nd Qtr,Private,4,1133,Logging,233,"1,700","1,040","1,827","2,233","17,000,025.00",769
California - Statewide,California,2012,2nd Qtr,Private,3,114,"Fishing, Hunting and Trapping",196,418,392,424,440,"5,876,466.00","1,080.00"
California - Statewide,California,2012,2nd Qtr,Private,6,114210,Hunting and Trapping,14,39,40,40,38,"288,825.00",565
California - Statewide,California,2012,2nd Qtr,Private,5,11511,Support Activities for Crop Production,"2,936","207,754","156,546","223,581","243,137","1,208,217,744.00",447
California - Statewide,California,2012,2nd Qtr,Private,6,115111,Cotton Ginning,28,202,207,196,205,"2,083,201.00",791
California - Statewide,California,2012,2nd Qtr,Private,6,115113,"Crop Harvesting, Primarily by Machine",295,"6,557","6,246","6,890","6,536","50,133,668.00",588
California - Statewide,California,2012,2nd Qtr,Private,3,111,Crop Production,"9,623","178,399","156,691","184,561","193,947","1,285,319,766.00",554
California - Statewide,California,2012,2nd Qtr,Private,5,11113,Dry Pea and Bean Farming,19,135,124,134,149,"1,126,853.00",639
California - Statewide,California,2012,2nd Qtr,Private,4,1112,Vegetable and Melon Farming,883,"33,207","29,644","34,018","35,959","272,762,702.00",632
California - Statewide,California,2012,2nd Qtr,Private,6,111219,Other Vegetable and Melon Farming,836,"31,856","28,735","32,440","34,393","263,590,736.00",636
California - Statewide,California,2012,2nd Qtr,Private,6,111310,Orange Groves,223,"3,000","2,486","3,118","3,398","17,208,197.00",441
California - Statewide,California,2012,2nd Qtr,Private,5,11132,Citrus (except Orange) Groves,216,"2,706","2,449","2,851","2,820","19,584,104.00",557
California - Statewide,California,2012,2nd Qtr,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,264","95,612","80,520","99,460","106,857","625,265,036.00",503
California - Statewide,California,2012,2nd Qtr,Private,6,111331,Apple Orchards,92,460,364,528,488,"2,396,538.00",401
California - Statewide,California,2012,2nd Qtr,Private,6,111334,Berry (except Strawberry) Farming,111,"7,523","4,965","6,700","10,905","51,499,341.00",527
California - Statewide,California,2012,2nd Qtr,Private,5,11141,Food Crops Grown Under Cover,129,"4,991","4,687","5,231","5,057","38,337,105.00",591
California - Statewide,California,2012,2nd Qtr,Private,6,111422,Floriculture Production,383,"8,192","8,155","8,246","8,175","63,328,757.00",595
California - Statewide,California,2012,2nd Qtr,Private,5,11194,Hay Farming,349,"2,838","2,565","2,878","3,071","23,610,828.00",640
California - Statewide,California,2012,2nd Qtr,Private,6,112111,Beef Cattle Ranching and Farming,646,"4,194","4,140","4,177","4,265","32,166,186.00",590
California - Statewide,California,2012,2nd Qtr,Private,4,1123,Poultry and Egg Production,158,"2,671","2,670","2,642","2,702","19,190,889.00",553
California - Statewide,California,2012,2nd Qtr,Private,5,11231,Chicken Egg Production,62,"1,379","1,381","1,363","1,395","10,172,970.00",567
California - Statewide,California,2012,2nd Qtr,Private,6,111140,Wheat Farming,53,350,310,348,393,"2,834,878.00",622
California - Statewide,California,2012,2nd Qtr,Private,5,11116,Rice Farming,498,"1,786","1,429","2,248","1,682","15,388,783.00",663
California - Statewide,California,2012,2nd Qtr,Private,5,11119,Other Grain Farming,66,762,719,827,741,"5,979,531.00",603
California - Statewide,California,2012,2nd Qtr,Private,6,111199,All Other Grain Farming,41,246,210,256,273,"1,971,640.00",616
California - Statewide,California,2012,2nd Qtr,Private,4,1113,Fruit and Tree Nut Farming,"5,703","101,319","85,455","105,429","113,075","662,057,337.00",503
California - Statewide,California,2012,2nd Qtr,Private,6,111419,Other Food Crops Grown Under Cover,99,"2,388","2,150","2,699","2,317","16,641,933.00",536
California - Statewide,California,2012,2nd Qtr,Private,4,1119,Other Crop Farming,"1,341","12,976","11,784","13,328","13,818","105,140,406.00",623
California - Statewide,California,2012,2nd Qtr,Private,3,112,Animal Production,"2,671","29,240","28,944","29,195","29,583","227,759,827.00",599
California - Statewide,California,2012,2nd Qtr,Private,4,1122,Hog and Pig Farming,13,67,70,70,62,"431,405.00",493
California - Statewide,California,2012,2nd Qtr,Private,6,112420,Goat Farming,28,173,171,175,174,"1,561,184.00",693
California - Statewide,California,2012,2nd Qtr,Private,4,1125,Animal Aquaculture,56,411,415,414,406,"3,482,060.00",651
California - Statewide,California,2012,2nd Qtr,Private,5,11299,All Other Animal Production,105,795,792,787,807,"7,272,647.00",703
California - Statewide,California,2012,2nd Qtr,Private,3,113,Forestry and Logging,302,"2,820","1,780","2,882","3,799","23,424,989.00",639
California - Statewide,California,2012,2nd Qtr,Private,4,1132,Forest Nursery/Gathering Forest Products,54,"1,101",722,"1,036","1,546","6,337,647.00",443
California - Statewide,California,2012,2nd Qtr,Private,4,1151,Support Activities for Crop Production,"2,936","207,754","156,546","223,581","243,137","1,208,217,744.00",447
California - Statewide,California,2012,2nd Qtr,Private,6,115116,Farm Management Services,382,"11,306","8,951","12,329","12,638","89,577,062.00",609
California - Statewide,California,2012,2nd Qtr,Private,4,1152,Support Activities for Animal Production,606,"2,742","2,748","2,744","2,736","20,028,114.00",562
California - Statewide,California,2012,2nd Qtr,Private,5,11234,Poultry Hatcheries,25,210,209,207,215,"1,472,769.00",539
California - Statewide,California,2012,2nd Qtr,Private,6,112390,Other Poultry Production,21,265,263,263,271,"1,737,323.00",503
California - Statewide,California,2012,2nd Qtr,Private,5,11242,Goat Farming,28,173,171,175,174,"1,561,184.00",693
California - Statewide,California,2012,2nd Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,37,221,221,222,220,"2,151,342.00",749
California - Statewide,California,2012,2nd Qtr,Private,6,112512,Shellfish Farming,14,100,100,98,104,"719,618.00",550
California - Statewide,California,2012,2nd Qtr,Private,4,1129,Other Animal Production,351,"2,304","2,212","2,276","2,426","18,848,666.00",629
California - Statewide,California,2012,2nd Qtr,Private,5,11293,Fur-Bearing Animal and Rabbit Production,4,18,18,18,19,"145,178.00",609
California - Statewide,California,2012,2nd Qtr,Private,6,112930,Fur-Bearing Animal and Rabbit Production,4,18,18,18,19,"145,178.00",609
California - Statewide,California,2012,2nd Qtr,Private,4,1131,Timber Tract Operations,15,19,18,19,20,"87,317.00",354
California - Statewide,California,2012,2nd Qtr,Private,5,11311,Timber Tract Operations,15,19,18,19,20,"87,317.00",354
California - Statewide,California,2012,2nd Qtr,Private,6,113110,Timber Tract Operations,15,19,18,19,20,"87,317.00",354
California - Statewide,California,2012,2nd Qtr,Private,6,113310,Logging,233,"1,700","1,040","1,827","2,233","17,000,025.00",769
California - Statewide,California,2012,2nd Qtr,Private,5,11411,Fishing,182,379,352,384,402,"5,587,641.00","1,133.00"
California - Statewide,California,2012,2nd Qtr,Private,6,114111,Finfish Fishing,127,253,230,255,274,"3,738,542.00","1,137.00"
California - Statewide,California,2012,2nd Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",613,"9,125","7,794","10,133","9,450","78,046,023.00",658
California - Statewide,California,2012,2nd Qtr,Private,5,11531,Support Activities for Forestry,138,"1,354","1,261","1,370","1,431","14,368,923.00",816
California - Statewide,California,2012,3rd Qtr,Private,4,1121,Cattle Ranching and Farming,"2,003","23,449","23,534","23,459","23,354","184,421,970.00",605
California - Statewide,California,2012,3rd Qtr,Private,6,112120,Dairy Cattle and Milk Production,"1,301","18,352","18,439","18,347","18,271","144,187,006.00",604
California - Statewide,California,2012,3rd Qtr,Private,5,11221,Hog and Pig Farming,13,66,66,66,66,"488,879.00",570
California - Statewide,California,2012,3rd Qtr,Private,6,112320,Broiler and Meat Type Chicken Production,19,82,84,81,81,"447,295.00",420
California - Statewide,California,2012,3rd Qtr,Private,5,11233,Turkey Production,32,787,770,801,790,"6,167,899.00",603
California - Statewide,California,2012,3rd Qtr,Private,6,112330,Turkey Production,32,787,770,801,790,"6,167,899.00",603
California - Statewide,California,2012,3rd Qtr,Private,5,11239,Other Poultry Production,21,283,283,284,284,"1,872,000.00",508
California - Statewide,California,2012,3rd Qtr,Private,6,112519,Other Animal Aquaculture,5,69,77,70,60,"445,430.00",497
California - Statewide,California,2012,3rd Qtr,Private,6,112910,Apiculture,109,"1,087","1,178","1,062","1,021","7,934,979.00",562
California - Statewide,California,2012,3rd Qtr,Private,6,113210,Forest Nursery/Gathering Forest Products,53,971,907,974,"1,032","6,635,263.00",526
California - Statewide,California,2012,3rd Qtr,Private,2,11,"Agriculture, Forestry, Fishing & Hunting","16,520","459,823","458,639","457,221","463,609","3,053,963,943.00",511
California - Statewide,California,2012,3rd Qtr,Private,5,11115,Corn Farming,67,502,507,498,501,"5,635,736.00",864
California - Statewide,California,2012,3rd Qtr,Private,5,11121,Vegetable and Melon Farming,897,"38,847","38,881","38,453","39,207","312,598,285.00",619
California - Statewide,California,2012,3rd Qtr,Private,6,111211,Potato Farming,49,"1,490","1,685","1,267","1,518","9,525,592.00",492
California - Statewide,California,2012,3rd Qtr,Private,6,111320,Citrus (except Orange) Groves,218,"3,146","3,293","3,064","3,083","23,275,041.00",569
California - Statewide,California,2012,3rd Qtr,Private,6,111333,Strawberry Farming,325,"30,176","31,822","29,305","29,403","197,702,528.00",504
California - Statewide,California,2012,3rd Qtr,Private,4,1114,Greenhouse and Nursery Production,983,"26,922","27,060","26,543","27,164","198,232,887.00",566
California - Statewide,California,2012,3rd Qtr,Private,5,11142,Nursery and Floriculture Production,857,"22,255","22,340","21,872","22,555","159,972,223.00",553
California - Statewide,California,2012,3rd Qtr,Private,6,111940,Hay Farming,352,"3,088","3,087","3,057","3,121","26,344,328.00",656
California - Statewide,California,2012,3rd Qtr,Private,5,11199,All Other Crop Farming,699,"7,940","7,951","7,864","8,005","61,132,660.00",592
California - Statewide,California,2012,3rd Qtr,Private,4,1111,Oilseed and Grain Farming,708,"3,247","3,165","3,262","3,316","27,922,117.00",661
California - Statewide,California,2012,3rd Qtr,Private,6,111130,Dry Pea and Bean Farming,20,141,143,146,136,"1,221,597.00",663
California - Statewide,California,2012,3rd Qtr,Private,5,11114,Wheat Farming,53,359,348,372,357,"2,902,928.00",622
California - Statewide,California,2012,3rd Qtr,Private,6,111150,Corn Farming,67,502,507,498,501,"5,635,736.00",864
California - Statewide,California,2012,3rd Qtr,Private,6,111160,Rice Farming,497,"1,606","1,551","1,593","1,676","13,156,134.00",630
California - Statewide,California,2012,3rd Qtr,Private,6,111191,Oilseed and Grain Combination Farming,24,348,314,368,363,"2,626,082.00",580
California - Statewide,California,2012,3rd Qtr,Private,5,11131,Orange Groves,224,"2,872","2,925","2,825","2,866","17,422,686.00",467
California - Statewide,California,2012,3rd Qtr,Private,6,111332,Grape Vineyards,"1,831","30,397","27,865","29,562","33,766","194,233,186.00",492
California - Statewide,California,2012,3rd Qtr,Private,6,111335,Tree Nut Farming,"1,573","13,848","12,590","13,453","15,501","112,933,370.00",627
California - Statewide,California,2012,3rd Qtr,Private,6,111336,Fruit and Tree Nut Combination Farming,288,"4,831","4,975","4,626","4,892","32,801,599.00",522
California - Statewide,California,2012,3rd Qtr,Private,6,111339,Other Noncitrus Fruit Farming,"1,050","15,638","15,036","16,378","15,501","89,858,699.00",442
California - Statewide,California,2012,3rd Qtr,Private,6,111411,Mushroom Production,30,"2,557","2,556","2,545","2,572","21,811,688.00",656
California - Statewide,California,2012,3rd Qtr,Private,6,111421,Nursery and Tree Production,477,"14,215","14,183","13,892","14,571","101,526,076.00",549
California - Statewide,California,2012,3rd Qtr,Private,5,11192,Cotton Farming,296,"3,053","3,074","3,083","3,003","27,183,142.00",685
California - Statewide,California,2012,3rd Qtr,Private,6,111920,Cotton Farming,296,"3,053","3,074","3,083","3,003","27,183,142.00",685
California - Statewide,California,2012,3rd Qtr,Private,6,111992,Peanut Farming,3,14,14,7,22,"193,763.00","1,040.00"
California - Statewide,California,2012,3rd Qtr,Private,6,114112,Shellfish Fishing,55,118,126,114,116,"1,731,084.00","1,122.00"
California - Statewide,California,2012,3rd Qtr,Private,4,1142,Hunting and Trapping,16,58,47,63,65,"584,108.00",770
California - Statewide,California,2012,3rd Qtr,Private,5,11421,Hunting and Trapping,16,58,47,63,65,"584,108.00",770
California - Statewide,California,2012,3rd Qtr,Private,3,115,Agriculture & Forestry Support Activity,"3,705","231,198","232,084","231,069","230,442","1,381,925,063.00",460
California - Statewide,California,2012,3rd Qtr,Private,6,115114,Postharvest Crop Activities,517,"38,521","38,373","39,451","37,741","311,004,704.00",621
California - Statewide,California,2012,3rd Qtr,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,112","156,846","157,817","157,069","155,653","782,674,629.00",384
California - Statewide,California,2012,3rd Qtr,Private,5,11521,Support Activities for Animal Production,609,"2,775","2,800","2,785","2,742","20,240,113.00",561
California - Statewide,California,2012,3rd Qtr,Private,6,115210,Support Activities for Animal Production,609,"2,775","2,800","2,785","2,742","20,240,113.00",561
California - Statewide,California,2012,3rd Qtr,Private,4,1153,Support Activities for Forestry,138,"1,672","1,610","1,704","1,704","18,778,428.00",864
