Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield (Unit/Acre), Production, Price (Dollars/Unit), Unit, Value (Dollars)
2020,325999,CUCUMBERS ,107,Tulare ,19,14.21,270,1381.48,Tons ,373000
2020,325999,CUCUMBERS ,111,Ventura ,81,106.17,8600,2464.77,Tons ,21197000
2020,325999,CUCUMBERS ,999, State Totals,3013,10.61,31971,853.04,Tons ,27272700
2020,398199,CUCUMBERS GREENHOUSE ,991,Sum of Others ,34,  ,  ,  ,  ,30737000
2020,398199,CUCUMBERS GREENHOUSE ,999, State Totals,34,  ,,  ,    ,30737000
2020,224999,DATES ,25,Imperial ,3100,2.49,7730,3560.8,Tons ,27525000
2020,224999,DATES ,65,Riverside ,9100,4,36400,2200,Tons ,80080000
2020,224999,DATES ,999, State Totals,12200,3.62,44130,2438.36,    ,107605000
2020,629999,DUCKS ,71,San Bernardino ,  ,  ,  ,  ,,9060
2020,629999,DUCKS ,999, State Totals,,  ,,  ,    ,9060
2020,330999,EGGPLANT ALL ,19,Fresno ,830,18.07,15000,1316,Tons ,19740000
2020,330999,EGGPLANT ALL ,65,Riverside ,259,11.2,2900,1750.34,Tons ,5076000
2020,330999,EGGPLANT ALL ,999, State Totals,1089,16.44,17900,1386.37,Tons ,24816000
2020,651199,EGGS CHICKEN MARKET ,47,Merced ,  ,  ,63391000,1.12,Doz ,70886000
2020,651199,EGGS CHICKEN MARKET ,65,Riverside ,  ,  ,35050000,1.77,Doz ,62039000
2020,651199,EGGS CHICKEN MARKET ,99,Stanislaus ,  ,  ,36414000,0.97,Doz ,35321000
2020,651199,EGGS CHICKEN MARKET ,999, State Totals,,  ,134855000,1.25,Doz ,168246000
2020,651999,EGGS CHICKEN UNSPECIFIED ,57,Nevada ,  ,  ,18700,8.45,Doz ,158000
2020,651999,EGGS CHICKEN UNSPECIFIED ,71,San Bernardino ,  ,  ,33684000,1.5,Doz ,50526000
2020,651999,EGGS CHICKEN UNSPECIFIED ,77,San Joaquin ,  ,  ,60550000,3,Doz ,181649000
2020,651999,EGGS CHICKEN UNSPECIFIED ,95,Solano ,  ,  ,82400,3.93,Doz ,324000
2020,651999,EGGS CHICKEN UNSPECIFIED ,999, State Totals,,  ,94335100,2.47,Doz ,232657000
2020,659999,EGGS UNSPECIFIED ,27,Inyo ,  ,  ,2100,4.26,Doz ,8940
2020,659999,EGGS UNSPECIFIED ,29,Kern ,  ,  ,  ,  ,  ,97561000
2020,659999,EGGS UNSPECIFIED ,63,Plumas ,  ,  ,5200,4.5,Doz ,23400
2020,659999,EGGS UNSPECIFIED ,103,Tehama ,  ,  ,  ,  ,  ,2668000
2020,659999,EGGS UNSPECIFIED ,999, State Totals,,  ,7300,4.43,Doz ,100261340
2020,331999,ENDIVE ALL ,53,Monterey ,329,10.12,3330,902.7,Tons ,3006000
2020,331999,ENDIVE ALL ,999, State Totals,329,10.12,3330,902.7,Tons ,3006000
2020,332999,ESCAROLE ALL ,53,Monterey ,236,7.58,1790,982.68,Tons ,1759000
2020,332999,ESCAROLE ALL ,991,Sum of Others ,6,  ,  ,  ,  ,477000
2020,332999,ESCAROLE ALL ,999, State Totals,242,7.58,1790,982.68,Tons ,2236000
2020,171949,FIELD CROPS SEED MISC,7,Butte ,757,  ,  ,  ,  ,1016000
2020,171949,FIELD CROPS SEED MISC,11,Colusa ,598,  ,  ,  ,  ,900000
2020,171949,FIELD CROPS SEED MISC,19,Fresno ,3210,  ,  ,  ,  ,2060000
2020,171949,FIELD CROPS SEED MISC,21,Glenn ,684,  ,  ,  ,  ,2070000
2020,171949,FIELD CROPS SEED MISC,31,Kings ,14800,  ,  ,  ,  ,11016000
2020,171949,FIELD CROPS SEED MISC,47,Merced ,4420,  ,  ,  ,  ,4194000
2020,171949,FIELD CROPS SEED MISC,53,Monterey ,705,  ,  ,  ,  ,1978000
2020,171949,FIELD CROPS SEED MISC,67,Sacramento ,669,  ,  ,  ,  ,1241000
2020,171949,FIELD CROPS SEED MISC,69,San Benito ,415,  ,  ,  ,  ,2905000
2020,171949,FIELD CROPS SEED MISC,93,Siskiyou ,100,  ,  ,  ,  ,42900
2020,171949,FIELD CROPS SEED MISC,95,Solano ,931,  ,  ,  ,  ,1011000
2020,171949,FIELD CROPS SEED MISC,99,Stanislaus ,365,  ,  ,  ,  ,441000
2020,171949,FIELD CROPS SEED MISC,103,Tehama ,157,  ,  ,  ,  ,235000
2020,171949,FIELD CROPS SEED MISC,107,Tulare ,55,  ,  ,  ,  ,2849000
2020,171949,FIELD CROPS SEED MISC,113,Yolo ,3340,  ,  ,  ,  ,3455000
2020,171949,FIELD CROPS SEED MISC,991,Sum of Others ,1074,  ,  ,  ,,3255000
2020,171949,FIELD CROPS SEED MISC,999, State Totals,32280,  ,,  ,    ,38668900
2020,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,105,  ,  ,  ,  ,255000
2020,198999,FIELD CROPS UNSPECIFIED ,5,Amador ,303,  ,  ,  ,  ,393000
2020,198999,FIELD CROPS UNSPECIFIED ,7,Butte ,3520,,,,,4623000
2020,198999,FIELD CROPS UNSPECIFIED ,9,Calaveras ,270,,,,,47000
2020,198999,FIELD CROPS UNSPECIFIED ,11,Colusa ,  ,,,,,2040000
2020,198999,FIELD CROPS UNSPECIFIED ,13,Contra Costa ,6040,  ,  ,  ,  ,4393000
2020,198999,FIELD CROPS UNSPECIFIED ,19,Fresno ,10500,  ,  ,  ,  ,6791000
2020,198999,FIELD CROPS UNSPECIFIED ,25,Imperial ,8290,  ,  ,  ,  ,22057000
2020,198999,FIELD CROPS UNSPECIFIED ,27,Inyo ,621,  ,  ,  ,  ,777000
2020,198999,FIELD CROPS UNSPECIFIED ,31,Kings ,35100,  ,  ,  ,  ,21014000
2020,198999,FIELD CROPS UNSPECIFIED ,33,Lake ,2030,  ,  ,  ,  ,420000
2020,198999,FIELD CROPS UNSPECIFIED ,43,Mariposa ,  ,  ,  ,  ,  ,14900
2020,198999,FIELD CROPS UNSPECIFIED ,45,Mendocino ,  ,  ,  ,  ,  ,2200000
2020,198999,FIELD CROPS UNSPECIFIED ,51,Mono ,1870,  ,  ,  ,  ,1062000
2020,198999,FIELD CROPS UNSPECIFIED ,53,Monterey ,3230,  ,  ,  ,  ,819000
2020,198999,FIELD CROPS UNSPECIFIED ,61,Placer ,4870,  ,  ,  ,  ,3036000
2020,198999,FIELD CROPS UNSPECIFIED ,65,Riverside ,800,  ,  ,  ,  ,672000
2020,198999,FIELD CROPS UNSPECIFIED ,67,Sacramento ,3650,  ,  ,  ,  ,2922000
2020,198999,FIELD CROPS UNSPECIFIED ,69,San Benito ,  ,  ,  ,  ,  ,596000
2020,198999,FIELD CROPS UNSPECIFIED ,73,San Diego ,212,  ,  ,  ,  ,1394000
2020,198999,FIELD CROPS UNSPECIFIED ,77,San Joaquin ,178,  ,  ,  ,  ,177000
2020,198999,FIELD CROPS UNSPECIFIED ,79,San Luis Obispo ,8340,,,,,1736000
2020,198999,FIELD CROPS UNSPECIFIED ,81,San Mateo ,66,,,,,33000
2020,198999,FIELD CROPS UNSPECIFIED ,85,Santa Clara ,239,,,,,94000
2020,198999,FIELD CROPS UNSPECIFIED ,89,Shasta ,  ,,,,,2797000
2020,198999,FIELD CROPS UNSPECIFIED ,93,Siskiyou ,  ,  ,  ,  ,  ,2435000
2020,198999,FIELD CROPS UNSPECIFIED ,95,Solano ,6290,  ,  ,  ,  ,4768000
2020,198999,FIELD CROPS UNSPECIFIED ,97,Sonoma ,  ,  ,  ,  ,  ,166000
2020,198999,FIELD CROPS UNSPECIFIED ,99,Stanislaus ,1110,  ,  ,  ,  ,6741000
2020,198999,FIELD CROPS UNSPECIFIED ,103,Tehama ,  ,  ,  ,  ,  ,287000
2020,198999,FIELD CROPS UNSPECIFIED ,107,Tulare ,21500,  ,  ,  ,  ,14977000
2020,198999,FIELD CROPS UNSPECIFIED ,111,Ventura ,625,  ,  ,  ,  ,323000
2020,198999,FIELD CROPS UNSPECIFIED ,113,Yolo ,4570,  ,  ,  ,  ,15898000
2020,198999,FIELD CROPS UNSPECIFIED ,115,Yuba ,4200,,,,,8517000
2020,198999,FIELD CROPS UNSPECIFIED ,991,Sum of Others ,987586,,,,,252523100
2020,198999,FIELD CROPS UNSPECIFIED ,999, State Totals,1116115,,,,,386998000
2020,225999,FIGS,39,Madera ,5000,2.16,10800,2881.02,Tons ,31115000
2020,225999,FIGS,999, State Totals,5000,2.16,10800,2881.02,Tons ,31115000
2020,478899,FISH ,25,Imperial ,  ,  ,  ,  ,  ,19980000
2020,478899,FISH ,65,Riverside ,  ,  ,  ,  ,  ,3888000
2020,478899,FISH ,67,Sacramento ,,,,  ,  ,15585000
2020,478899,FISH ,999, State Totals,,,,  ,    ,39453000
2020,478889,FISH SHELLFISH,41,Marin ,,,,  ,  ,3750000
2020,478889,FISH SHELLFISH,999, State Totals,,,,  ,    ,3750000
2020,876130,FLOWERS CACTI SUCCULENTS ,59,Orange ,24,  ,  ,  ,  ,2506000
2020,876130,FLOWERS CACTI SUCCULENTS ,999, State Totals,24,  ,,  ,    ,2506000
2020,867999,FLOWERS CUT UNSPECIFIED ,53,Monterey ,179,  ,  ,  ,  ,3543000
2020,867999,FLOWERS CUT UNSPECIFIED ,57,Nevada ,7,  ,  ,  ,  ,218000
2020,867999,FLOWERS CUT UNSPECIFIED ,65,Riverside ,3,  ,  ,  ,  ,99500
2020,867999,FLOWERS CUT UNSPECIFIED ,73,San Diego ,2240,  ,  ,  ,  ,46431000
2020,867999,FLOWERS CUT UNSPECIFIED ,79,San Luis Obispo ,151,  ,  ,  ,  ,21284000
2020,867999,FLOWERS CUT UNSPECIFIED ,81,San Mateo ,206,  ,  ,  ,  ,4964000
2020,867999,FLOWERS CUT UNSPECIFIED ,83,Santa Barbara ,738,  ,  ,  ,  ,25129000
2020,867999,FLOWERS CUT UNSPECIFIED ,87,Santa Cruz ,313,  ,  ,  ,  ,11515000
2020,867999,FLOWERS CUT UNSPECIFIED ,97,Sonoma ,  ,  ,  ,  ,  ,4037000
2020,867999,FLOWERS CUT UNSPECIFIED ,111,Ventura ,561,  ,  ,  ,  ,33917000
2020,867999,FLOWERS CUT UNSPECIFIED ,991,Sum of Others ,11,  ,  ,  ,  ,597500
2020,867999,FLOWERS CUT UNSPECIFIED ,999, State Totals,4409,  ,,  ,    ,151735000
2020,879999,FLOWERS FLOWERING & FOLIAGE PLANTS ,71,San Bernardino ,6,  ,,  ,  ,18127000
2020,879999,FLOWERS FLOWERING & FOLIAGE PLANTS ,73,San Diego ,879,  ,,  ,  ,307662000
2020,879999,FLOWERS FLOWERING & FOLIAGE PLANTS ,77,San Joaquin ,  ,  ,,  ,  ,5049000
2020,879999,FLOWERS FLOWERING & FOLIAGE PLANTS ,991,Sum of Others ,25,  ,,  ,  ,9582000
2020,879999,FLOWERS FLOWERING & FOLIAGE PLANTS ,999, State Totals,910,  ,,  ,    ,340420000
2020,868999,FLOWERS FOLIAGE CUT ALL ,73,San Diego ,605,  ,,  ,  ,14138000
2020,868999,FLOWERS FOLIAGE CUT ALL ,999, State Totals,605,  ,,  ,    ,14138000
2020,867559,FLOWERS ORCHIDS CUT ALL ,991,Sum of Others ,16,  ,,  ,  ,1961000
2020,867559,FLOWERS ORCHIDS CUT ALL ,999, State Totals,16,  ,,  ,    ,1961000
2020,866605,FLOWERS POINSETTIA POTTED ,991,Sum of Others ,4,  ,,  ,  ,1238000
2020,866605,FLOWERS POINSETTIA POTTED ,999, State Totals,4,  ,,  ,    ,1238000
2020,933179,FOREST PRODUCTS FIREWOOD ,29,Kern ,  ,  ,2390,354.81,Cord ,848000
2020,933179,FOREST PRODUCTS FIREWOOD ,39,Madera ,  ,  ,24700,40.2,Cord ,993000
2020,933179,FOREST PRODUCTS FIREWOOD ,47,Merced ,  ,  ,9880,223.08,Cord ,2204000
2020,933179,FOREST PRODUCTS FIREWOOD ,49,Modoc ,  ,  ,  ,  ,  ,7710
2020,933179,FOREST PRODUCTS FIREWOOD ,73,San Diego ,  ,  ,  ,  ,  ,852000
2020,933179,FOREST PRODUCTS FIREWOOD ,77,San Joaquin ,  ,  ,89800,169.91,Cord ,15258000
2020,933179,FOREST PRODUCTS FIREWOOD ,99,Stanislaus ,  ,  ,94700,239.87,Cord ,22716000
2020,933179,FOREST PRODUCTS FIREWOOD ,109,Tuolumne ,  ,  ,  ,  ,  ,2541000
2020,933179,FOREST PRODUCTS FIREWOOD ,991,Sum of Others ,  ,  ,  ,  ,  ,3250
2020,933179,FOREST PRODUCTS FIREWOOD ,999, State Totals,,  ,221470,189.73,Cord ,45422960
2020,933999,FOREST PRODUCTS TIMBER,5,Amador ,  ,  ,19700,157.51,Mbf,3103000
2020,933999,FOREST PRODUCTS TIMBER,7,Butte ,  ,  ,60200,139.75,Mbf,8413000
2020,933999,FOREST PRODUCTS TIMBER,17,El Dorado ,  ,  ,84800,135.73,Mbf,11510000
2020,933999,FOREST PRODUCTS TIMBER,19,Fresno ,  ,  ,45700,45.78,Mbf,2092000
2020,933999,FOREST PRODUCTS TIMBER,29,Kern ,  ,  ,612,55.72,Mbf,34100
2020,933999,FOREST PRODUCTS TIMBER,33,Lake ,  ,  ,749,42.06,Mbf,31500
2020,933999,FOREST PRODUCTS TIMBER,45,Mendocino ,  ,  ,114000,421.98,Mbf,48106000
2020,933999,FOREST PRODUCTS TIMBER,49,Modoc ,  ,  ,33900,120.35,Mbf,4080000
2020,933999,FOREST PRODUCTS TIMBER,57,Nevada ,  ,  ,13500,141.48,Mbf,1910000
2020,933999,FOREST PRODUCTS TIMBER,61,Placer ,  ,  ,35400,173.25,Mbf,6133000
2020,933999,FOREST PRODUCTS TIMBER,63,Plumas ,  ,  ,106000,156.33,Mbf,16571000
2020,933999,FOREST PRODUCTS TIMBER,81,San Mateo ,  ,  ,1114,614,Mbf,684000
2020,933999,FOREST PRODUCTS TIMBER,85,Santa Clara ,  ,  ,1660,591.57,Mbf,982000
2020,933999,FOREST PRODUCTS TIMBER,87,Santa Cruz ,  ,  ,10200,623.24,Mbf,6357000
2020,933999,FOREST PRODUCTS TIMBER,89,Shasta ,  ,  ,189000,198.34,Mbf,37486000
2020,933999,FOREST PRODUCTS TIMBER,91,Sierra ,  ,  ,26500,176.42,Mbf,4675000
2020,933999,FOREST PRODUCTS TIMBER,93,Siskiyou ,  ,  ,144000,186.85,Mbf,26906000
2020,933999,FOREST PRODUCTS TIMBER,103,Tehama ,  ,  ,52200,177.03,Mbf,9241000
2020,933999,FOREST PRODUCTS TIMBER,109,Tuolumne ,  ,  ,40800,129.26,Mbf,5274000
2020,933999,FOREST PRODUCTS TIMBER,115,Yuba ,  ,  ,10100,213.96,Mbf,2161000
2020,933999,FOREST PRODUCTS TIMBER,999, State Totals,,  ,2103021,93.08,Mbf,195749600
2020,939999,FOREST PRODUCTS UNSPECIFIED ,19,Fresno ,  ,  ,  ,  ,  ,1151000
2020,939999,FOREST PRODUCTS UNSPECIFIED ,73,San Diego ,  ,  ,  ,  ,  ,15900
2020,939999,FOREST PRODUCTS UNSPECIFIED ,109,Tuolumne ,  ,  ,  ,  ,  ,5163000
2020,939999,FOREST PRODUCTS UNSPECIFIED ,999, State Totals,,,,  ,    ,6329900
2020,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,1790,  ,  ,  ,  ,5646000
2020,218899,FRUITS & NUTS UNSPECIFIED ,5,Amador ,197,  ,  ,  ,  ,661000
2020,218899,FRUITS & NUTS UNSPECIFIED ,7,Butte ,986,  ,  ,  ,  ,4304000
2020,218899,FRUITS & NUTS UNSPECIFIED ,9,Calaveras ,  ,  ,  ,  ,  ,31100
2020,218899,FRUITS & NUTS UNSPECIFIED ,11,Colusa ,  ,  ,  ,  ,  ,25000000
2020,218899,FRUITS & NUTS UNSPECIFIED ,13,Contra Costa ,512,  ,  ,  ,  ,1829000
2020,218899,FRUITS & NUTS UNSPECIFIED ,17,El Dorado ,  ,  ,  ,  ,  ,3128000
2020,218899,FRUITS & NUTS UNSPECIFIED ,19,Fresno ,9730,  ,  ,  ,,97229000
2020,218899,FRUITS & NUTS UNSPECIFIED ,25,Imperial ,1090,  ,  ,  ,  ,4928000
2020,218899,FRUITS & NUTS UNSPECIFIED ,27,Inyo ,32,  ,  ,  ,  ,382000
2020,218899,FRUITS & NUTS UNSPECIFIED ,31,Kings ,5490,  ,  ,  ,  ,78529000
2020,218899,FRUITS & NUTS UNSPECIFIED ,33,Lake ,76,  ,  ,  ,  ,125000
2020,218899,FRUITS & NUTS UNSPECIFIED ,43,Mariposa ,  ,  ,  ,  ,  ,197000
2020,218899,FRUITS & NUTS UNSPECIFIED ,45,Mendocino ,243,  ,  ,  ,  ,1005000
2020,218899,FRUITS & NUTS UNSPECIFIED ,51,Mono ,17,  ,  ,  ,  ,44200
2020,218899,FRUITS & NUTS UNSPECIFIED ,53,Monterey ,404,,,,,4059000
2020,218899,FRUITS & NUTS UNSPECIFIED ,55,Napa ,  ,  ,  ,  ,  ,109000
2020,218899,FRUITS & NUTS UNSPECIFIED ,57,Nevada ,38,  ,  ,  ,  ,307000
2020,218899,FRUITS & NUTS UNSPECIFIED ,59,Orange ,2,,,,,3680
2020,218899,FRUITS & NUTS UNSPECIFIED ,61,Placer ,  ,  ,  ,  ,  ,1003000
2020,218899,FRUITS & NUTS UNSPECIFIED ,63,Plumas ,10,  ,  ,  ,  ,150000
2020,218899,FRUITS & NUTS UNSPECIFIED ,65,Riverside ,430,  ,  ,  ,  ,4589000
2020,218899,FRUITS & NUTS UNSPECIFIED ,67,Sacramento ,810,  ,  ,  ,  ,4555000
2020,218899,FRUITS & NUTS UNSPECIFIED ,69,San Benito ,322,  ,  ,  ,  ,11800000
2020,218899,FRUITS & NUTS UNSPECIFIED ,71,San Bernardino ,50,  ,  ,  ,  ,1203000
2020,218899,FRUITS & NUTS UNSPECIFIED ,73,San Diego ,1080,  ,  ,  ,  ,9353000
2020,218899,FRUITS & NUTS UNSPECIFIED ,77,San Joaquin ,970,  ,  ,  ,  ,2425000
2020,218899,FRUITS & NUTS UNSPECIFIED ,79,San Luis Obispo ,2690,  ,  ,  ,,32512000
2020,218899,FRUITS & NUTS UNSPECIFIED ,81,San Mateo ,139,  ,  ,  ,  ,2208000
2020,218899,FRUITS & NUTS UNSPECIFIED ,85,Santa Clara ,234,  ,  ,  ,  ,2231000
2020,218899,FRUITS & NUTS UNSPECIFIED ,87,Santa Cruz ,251,  ,  ,  ,  ,452000
2020,218899,FRUITS & NUTS UNSPECIFIED ,89,Shasta ,  ,  ,  ,  ,  ,127000
2020,218899,FRUITS & NUTS UNSPECIFIED ,91,Sierra ,6,  ,  ,  ,  ,3200
2020,218899,FRUITS & NUTS UNSPECIFIED ,93,Siskiyou ,5,  ,  ,  ,  ,9000
2020,218899,FRUITS & NUTS UNSPECIFIED ,95,Solano ,700,  ,  ,  ,  ,3940000
2020,218899,FRUITS & NUTS UNSPECIFIED ,97,Sonoma ,  ,  ,  ,  ,  ,254000
2020,218899,FRUITS & NUTS UNSPECIFIED ,99,Stanislaus ,  ,  ,  ,  ,  ,25442000
2020,218899,FRUITS & NUTS UNSPECIFIED ,103,Tehama ,  ,  ,  ,  ,  ,3846000
2020,218899,FRUITS & NUTS UNSPECIFIED ,107,Tulare ,2290,  ,  ,  ,  ,58912000
2020,218899,FRUITS & NUTS UNSPECIFIED ,109,Tuolumne ,198,  ,  ,  ,  ,312000
2020,218899,FRUITS & NUTS UNSPECIFIED ,111,Ventura ,809,  ,  ,  ,  ,10478000
2020,218899,FRUITS & NUTS UNSPECIFIED ,113,Yolo ,400,  ,  ,  ,  ,5112000
2020,218899,FRUITS & NUTS UNSPECIFIED ,115,Yuba ,532,,,,,5696000
2020,218899,FRUITS & NUTS UNSPECIFIED ,991,Sum of Others ,41824,,,,,366584528
2020,218899,FRUITS & NUTS UNSPECIFIED ,999, State Totals,74357,,,,,780713708
2020,636999,GAME BIRDS,99,Stanislaus ,  ,  ,  ,  ,  ,3324000
2020,636999,GAME BIRDS,999, State Totals,,,,  ,    ,3324000
2020,335999,GARLIC ALL ,19,Fresno ,24700,7.21,178000,2227,Tons ,396406000
2020,335999,GARLIC ALL ,29,Kern ,5300,6.79,36000,2724.39,Tons ,98078000
2020,335999,GARLIC ALL ,49,Modoc ,314,7.01,2200,439.55,Tons ,967000
2020,335999,GARLIC ALL ,53,Monterey ,1030,9.81,10100,1360,Tons ,13736000
2020,335999,GARLIC ALL ,77,San Joaquin ,2890,4.6,13300,668.5,Tons ,8891000
2020,335999,GARLIC ALL ,85,Santa Clara ,450,5.51,2480,1294.76,Tons ,3211000
2020,335999,GARLIC ALL ,999, State Totals,34684,6.98,242080,2153.37,Tons ,521289000
2020,631999,GEESE ,71,San Bernardino ,  ,  ,  ,  ,,1290
2020,631999,GEESE ,999, State Totals,,,,  ,    ,1290
2020,449999,GOATS & KIDS UNSPECIFIED ,5,Amador ,,,,  ,  ,320000
2020,449999,GOATS & KIDS UNSPECIFIED ,63,Plumas ,,,,  ,  ,63500
2020,449999,GOATS & KIDS UNSPECIFIED ,99,Stanislaus ,,,,  ,  ,3063000
2020,449999,GOATS & KIDS UNSPECIFIED ,103,Tehama ,,,,  ,  ,625000
2020,449999,GOATS & KIDS UNSPECIFIED ,999, State Totals,,,,  ,    ,4071500
2020,478119,GOATS MILK ,31,Kings ,  ,  ,140000,43.45,Cwt ,6083000
2020,478119,GOATS MILK ,47,Merced ,  ,  ,54900,38.27,Cwt ,2101000
2020,478119,GOATS MILK ,63,Plumas ,  ,  ,68,39.12,Cwt ,2660
2020,478119,GOATS MILK ,99,Stanislaus ,  ,  ,130000,31.88,Cwt ,4144000
2020,478119,GOATS MILK ,999, State Totals,,  ,324968,37.94,Cwt ,12330660
2020,202999,GRAPEFRUIT ALL ,25,Imperial ,641,13.79,8840,633.6,Tons ,5601000
2020,202999,GRAPEFRUIT ALL ,29,Kern ,1020,24.41,24900,865.78,Tons ,21558000
2020,202999,GRAPEFRUIT ALL ,65,Riverside ,5100,13.16,67100,486.04,Tons ,32613000
2020,202999,GRAPEFRUIT ALL ,71,San Bernardino ,178,13.76,2450,462.04,Tons ,1132000
2020,202999,GRAPEFRUIT ALL ,73,San Diego ,1250,20.64,25800,685.58,Tons ,17688000
2020,202999,GRAPEFRUIT ALL ,107,Tulare ,2890,10,28900,881,Tons ,25461000
2020,202999,GRAPEFRUIT ALL ,999, State Totals,11079,14.26,157990,658.6,Tons ,104053000
2020,216399,GRAPES RAISIN ,19,Fresno ,90800,8.95,813000,284.79,Tons ,231532000
2020,216399,GRAPES RAISIN ,29,Kern ,13300,16.17,215000,450.98,Tons ,96960000
2020,216399,GRAPES RAISIN ,31,Kings ,1870,19.52,36500,265.59,Tons ,9694000
2020,216399,GRAPES RAISIN ,39,Madera ,20800,9.95,207000,253.36,Tons ,52445000
2020,216399,GRAPES RAISIN ,107,Tulare ,8260,10.74,88700,623.72,Tons ,55324000
2020,216399,GRAPES RAISIN ,999, State Totals,135030,10.07,1360200,327.86,Tons ,445955000
2020,216199,GRAPES TABLE ,19,Fresno ,31600,11.39,360000,1524.14,Tons ,548692000
2020,216199,GRAPES TABLE ,29,Kern ,54600,13.08,714000,1816.32,Tons ,1296853000
2020,216199,GRAPES TABLE ,31,Kings ,644,14.46,9310,1500.32,Tons ,13968000
2020,216199,GRAPES TABLE ,39,Madera ,1800,9.28,16700,1945.27,Tons ,32486000
2020,216199,GRAPES TABLE ,65,Riverside ,5650,5.82,32900,2716.96,Tons ,89388000
2020,216199,GRAPES TABLE ,107,Tulare ,36800,9.29,342000,1661.84,Tons ,568350000
2020,216199,GRAPES TABLE ,999, State Totals,131094,11.25,1474910,1728.74,Tons ,2549737000
2020,216299,GRAPES WINE ,1,Alameda ,2530,5.14,13000,1497.69,Tons ,19470000
2020,216299,GRAPES WINE ,5,Amador ,5360,2.31,12400,1318.31,Tons ,16347000
2020,216299,GRAPES WINE ,9,Calaveras ,579,3.06,1770,1325.99,Tons ,2347000
2020,216299,GRAPES WINE ,11,Colusa ,747,6.02,4500,684.67,Tons ,3081000
2020,216299,GRAPES WINE ,13,Contra Costa ,1940,4.69,9090,751.27,Tons ,6829000
2020,216299,GRAPES WINE ,17,El Dorado ,2620,2.38,6240,1548.56,Tons ,9663000
2020,216299,GRAPES WINE ,19,Fresno ,56900,12.13,690000,362.14,Tons ,249877000
2020,216299,GRAPES WINE ,29,Kern ,25200,7.54,190000,314.04,Tons ,59668000
2020,216299,GRAPES WINE ,31,Kings ,3590,16.46,59100,286.87,Tons ,16954000
2020,216299,GRAPES WINE ,33,Lake ,9580,4.12,39500,1329.37,Tons ,52510000
2020,216299,GRAPES WINE ,39,Madera ,33000,11.82,390000,348.98,Tons ,136101000
2020,216299,GRAPES WINE ,41,Marin ,195,1.33,260,3607.69,Tons ,938000
2020,216299,GRAPES WINE ,45,Mendocino ,16400,3.37,55200,1488.8,Tons ,82182000
2020,216299,GRAPES WINE ,47,Merced ,13200,10.91,144000,440.41,Tons ,63419000
2020,216299,GRAPES WINE ,53,Monterey ,44900,2.1,94300,1123.98,Tons ,105991000
2020,216299,GRAPES WINE ,55,Napa ,45200,2.2,99300,4646.48,Tons ,461395000
2020,216299,GRAPES WINE ,57,Nevada ,408,  ,  ,  ,  ,2666000
2020,216299,GRAPES WINE ,61,Placer ,315,2.79,879,2235.49,Tons ,1965000
2020,216299,GRAPES WINE ,65,Riverside ,1740,6.72,11700,1623.93,Tons ,19000000
2020,216299,GRAPES WINE ,67,Sacramento ,36000,8.19,295000,528.73,Tons ,155975000
2020,216299,GRAPES WINE ,69,San Benito ,4740,5.23,24800,1402.14,Tons ,34773000
2020,216299,GRAPES WINE ,71,San Bernardino ,372,0.61,227,1938.33,Tons ,440000
2020,216299,GRAPES WINE ,73,San Diego ,1370,2.24,3070,1695.77,Tons ,5206000
2020,216299,GRAPES WINE ,77,San Joaquin ,91200,6.67,608000,560.71,Tons ,340913000
2020,216299,GRAPES WINE ,79,San Luis Obispo ,43800,3.04,133000,1640.89,Tons ,218238000
2020,216299,GRAPES WINE ,81,San Mateo ,176,  ,  ,  ,  ,1312000
2020,216299,GRAPES WINE ,83,Santa Barbara ,14400,2.97,42800,2192.43,Tons ,93836000
2020,216299,GRAPES WINE ,85,Santa Clara ,1730,3.49,6040,1983.77,Tons ,11982000
2020,216299,GRAPES WINE ,87,Santa Cruz ,670,2.39,1600,3008.75,Tons ,4814000
2020,216299,GRAPES WINE ,89,Shasta ,200,2.5,500,1000,Tons ,500000
2020,216299,GRAPES WINE ,95,Solano ,4000,5.6,22400,945.94,Tons ,21189000
2020,216299,GRAPES WINE ,97,Sonoma ,56800,2.61,148000,2375.08,Tons ,351512000
2020,216299,GRAPES WINE ,99,Stanislaus ,8500,9.49,80700,440.61,Tons ,35557000
2020,216299,GRAPES WINE ,103,Tehama ,138,4.23,584,1804.79,Tons ,1054000
2020,216299,GRAPES WINE ,107,Tulare ,6500,17.23,112000,317,Tons ,35504000
2020,216299,GRAPES WINE ,113,Yolo ,19200,7.81,150000,699.67,Tons ,104951000
2020,216299,GRAPES WINE ,999, State Totals,554200,6.23,3449960,789.63,Tons ,2728159000
2020,181999,HAY ALFALFA ,1,Alameda ,340,5.5,1870,219.79,Tons ,411000
2020,181999,HAY ALFALFA ,5,Amador ,719,7,5030,250.1,Tons ,1258000
2020,181999,HAY ALFALFA ,7,Butte ,277,7,1940,200,Tons ,388000
2020,181999,HAY ALFALFA ,11,Colusa ,6920,7.21,49900,201.32,Tons ,10046000
2020,181999,HAY ALFALFA ,13,Contra Costa ,2110,4.83,10200,189.71,Tons ,1935000
